gene_or_protein,study_bias_score
TNFAIP8,13
UBQLN4,158
SMAD5,35
FAM180B,1
CREB3L4,2
ZNF683,5
RNF125,19
CNDP2,9
MTREX,41
RAD54L,8
PLXND1,7
ZBTB40,8
HECW2,10
ARHGEF40,6
RPL17,35
MYOM1,16
FARSA,30
RAB33B,8
PFDN5,139
FKBP4,60
SLC35F6,31
PCP4L1,1
DPH6,9
ZMYM3,26
HSPB11,22
CYP2A6,2
KATNAL1,39
CCAR2,72
MRPS5,55
EYA4,3
MAPK8,59
TRPT1,5
EPB41L4B,10
KBTBD3,1
TMPRSS2,60
ZFP14,4
CZIB,5
EBPL,1
PLEKHG1,14
AK7,4
ZNF474,29
BANK1,2
CFAP94,5
SLC25A11,41
ZNF211,16
ARMC8,67
PIR,5
S100A6,21
RILPL2,8
SNAP47,40
HTR5A,1
MAST4,3
SCN3B,166
IL36G,4
PTPRCAP,4
PCDHGC4,3
EIF3A,80
NUDT5,25
ZNF112,2
MAGOH,151
RAET1G,1
PDGFRB,54
RPP14,25
PHC2,79
PDXDC1,34
SSB,54
NT5DC2,21
B4GAT1,43
COQ9,241
CDKN1C,13
KLF2,2
C14orf93,1
DAXX,117
ZNF280D,3
XPNPEP1,16
CARD16,1
PMFBP1,1
PTGS1,1
MRPL24,30
GNAZ,38
QRICH1,67
CCN6,4
GJA4,6
FOLH1,2
PTHLH,1
DDX41,165
TSGA10,73
GEMIN6,31
EPHX2,3
ARHGAP42,2
DDI1,22
P4HB,103
JAK1,33
PUDP,3
ATG2B,24
RET,25
NIN,109
P2RY13,1
DOC2A,8
TANGO2,2
CLIC1,31
SGCB,25
RABL2A,9
ASB13,19
NFIX,13
TEAD4,44
TMCO3,38
MSTO1,14
DHX15,85
MYOCD,3
PIP5K1A,35
SPON1,5
TAP1,42
NPBWR1,1
RPL3,95
CDIPT,73
KPNA3,75
CCDC25,9
ASH1L,11
CLK3,99
ACSL4,34
LAT2,1
NAPB,39
DDX6,114
DMRTA1,1
VWA5B2,2
QTRT2,4
PDE3A,10
SRRM2,79
BTN2A1,28
LYG1,2
IL3RA,20
COL17A1,7
FBRSL1,10
H1-7,2
RBMX,87
OSTM1,7
ACTN1,80
CDRT15L2,1
GPR89B,47
NTSR1,1
ZNF426,36
AGFG1,13
LMLN,6
FAM81B,8
TEX2,8
KRTAP19-5,89
GLRX3,111
ELMOD1,3
SEPTIN8,22
COA8,1
CYP4X1,1
NRROS,17
FHL3,155
GPX1,11
DCUN1D2,8
FGF19,2
RBM4,142
LYST,12
TRIM41,162
NLK,36
RNF138,35
TSC2,32
PGAP6,14
GATAD1,12
SPZ1,8
OCLN,37
ZFP41,41
LUZP1,61
HDAC11,140
STRBP,57
CERS4,43
CCDC81,3
TMEM25,57
CEND1,5
KCNJ16,1
RBFOX2,86
LAMB4,1
GSTM4,13
EPG5,1
SERPINB1,12
ZNF396,16
TBCB,9
SERPINB5,47
GATA3,39
ABRAXAS1,15
EFNA4,2
TAOK2,18
ARHGEF17,15
ACTR6,29
TFRC,78
MRPL19,33
PLXNB1,18
HBD,8
SIPA1,16
CATSPER4,5
RNF175,1
RSPO1,8
VPS13D,12
PNKD,81
MBOAT1,29
PDF,30
TMEM141,2
CDK5R2,1
LRRC74A,2
GATD1,43
CCT7,185
MTARC1,10
UTP4,27
PARD6B,82
C7orf26,4
LIMS2,14
RPUSD3,23
DAGLB,23
PRSS50,17
ADAMTS3,1
RGS4,3
CNOT7,43
HPS6,10
OSR2,3
SNX1,62
GMEB1,15
KRTCAP3,1
FADS3,18
ARHGAP32,26
DYDC1,32
PRPF39,13
ATG4C,15
SCMH1,22
HYAL2,21
TNN,1
AVPI1,30
COX19,4
TAF10,25
NUAK2,15
FLG2,19
MAGEA4,31
FIBP,17
MELTF,10
PHACTR3,34
ZNF215,3
AGRP,8
LYPD6,27
ARHGAP20,1
PTPRT,10
ECH1,165
TMEM39A,23
SNED1,1
DDX51,29
NUDT7,1
WAS,39
RPS10,61
C2CD3,16
BEST2,16
COX6A1,16
CPNE7,48
KRI1,28
PRL,3
ZC3H12A,11
BAIAP3,2
CDC37L1,22
CASP5,4
ADAM10,88
KIF14,54
MDM2,170
WDR12,14
DUSP12,13
GABBR1,16
ZC3HC1,18
POFUT1,4
WDCP,44
IRF4,11
RAB4A,23
PGAM1,21
PNKP,57
XKR4,2
OPTN,89
SPATA13,13
FCRL4,11
ZNF532,4
FKBP15,22
TPP1,18
NDUFV3,31
TM6SF2,12
NDUFAF6,3
UBXN8,13
INCENP,14
VWCE,59
FAM104A,5
TP53INP2,1
SLC25A39,2
CA8,29
NSUN2,47
SLC22A6,19
EPHB4,27
FOXO4,13
PPP1CB,217
ATP6V1G3,2
CDKN2C,44
RPS18,42
MS4A4A,38
TMEM50A,11
PCDH11X,1
DAG1,63
RRM2,23
MCOLN3,39
PLXNA1,10
LPO,1
SLC37A4,4
H2AC8,30
KRT38,66
TTC9B,6
ABCB9,9
TRAPPC4,22
ZNF586,3
TALDO1,23
BRWD3,4
KCNK3,2
CELF3,8
SPATA6L,3
IFT22,23
RALGDS,13
CCT8,120
EOMES,2
SLC25A16,13
PRKRA,49
PDPK1,51
PDLIM5,32
ZDHHC19,1
PAQR6,6
PIWIL1,11
TRIM10,24
CDYL2,13
SYPL1,13
RHBDD1,22
DYNC2I2,22
INTS6L,2
NIT2,4
PGLYRP3,6
UPF3B,33
TRIM48,1
ZNF337,11
CALML5,41
SCN5A,18
DDX1,46
ANXA10,2
WDR5,145
CTF1,1
FASTKD2,27
GAD2,40
CABP4,6
ZNF175,7
CSN3,6
TAT,7
JOSD2,22
GSTCD,11
ZFAT,2
ADAMTS2,15
CMTR2,4
BICD2,54
FAM117A,7
SLC38A1,75
HHIPL1,3
SYTL2,6
HGFAC,12
AKAP9,72
USF1,39
VKORC1L1,17
CHI3L1,8
NFE2L1,19
LOXHD1,1
NDUFS6,91
PCBP2,49
IFNA14,7
TRHR,16
PPP1R16B,50
OPN4,4
ACTC1,40
POLE4,11
PWP2,29
LHFPL2,10
ZZEF1,48
SBNO1,2
NTRK1,12
BAG5,55
LRWD1,33
SETD1A,27
SLC25A17,13
SMARCA2,46
PGD,20
MS4A12,3
LSM14B,21
DDX39A,58
NUP133,34
CFAP206,57
ZFPM1,5
CBX6,82
GALC,13
CFI,1
DPEP2NB,8
IKBKB,68
PCDHA12,32
TUBB4B,64
TMEM222,40
ZCCHC3,20
USH2A,3
PDE3B,21
CTBP1,84
FAM114A1,10
COL11A2,5
IL23R,4
APOBEC3B,13
MASP1,18
ZNF626,2
SLC36A2,1
XRCC3,140
ZNF764,56
GSTA4,9
IL15RA,2
TRIM60,1
TTBK2,6
CLIP1,25
COL2A1,11
PDZD2,2
NAA25,6
LOXL2,26
C1QTNF6,6
AEN,38
PIP4K2B,33
KRTAP4-5,57
PNMA5,64
IGDCC4,3
KCNJ15,2
PSMB7,45
SLC6A6,6
ANKRD29,16
CKAP2,31
APOE,48
H2AB3,3
EDNRB,23
C9orf116,2
ACSS1,9
ASCC3,26
PPCDC,16
MAZ,19
FYN,268
EXOC3L1,7
GNG7,8
SHISAL1,28
AGPAT2,10
LRRC59,71
TXNRD1,11
SS18,38
KDM5D,2
HIC2,25
REXO1,2
PSG2,1
RIPPLY2,16
ZADH2,8
ACAD10,16
POU2AF1,37
HAUS1,121
S100A2,16
SRGAP3,25
OPRPN,1
RRAS2,15
TIAM2,8
BCDIN3D,3
CDC73,89
LAMP3,62
HMGCS1,15
UTP23,40
CALCR,8
CMBL,14
RASL11B,2
UBE4B,10
FUT7,2
SNTA1,29
NEUROD4,3
GRB14,8
H2AC7,11
ANO8,2
LRRC45,11
IVNS1ABP,15
NVL,33
SNAPC1,12
USP19,51
RAB3D,9
ENTPD1,1
SLC35E3,24
HOXD8,7
KCTD10,44
MAF1,12
FAM228A,19
ZNF467,4
HACL1,9
UFC1,7
KRTAP10-11,35
GNG10,11
SKA2,12
MLXIPL,2
GTF2H4,15
GP1BB,25
SFTPA1,1
TFB2M,11
LNPEP,60
CENPN,22
IRF2BP2,9
PAN3,7
ADD2,13
GNG3,17
AGO2,187
ERGIC2,18
CLTA,64
RETREG1,19
IGHMBP2,15
ARPP19,3
AZU1,13
EPHA2,57
TSSK1B,13
FAM135A,10
ATG14,18
SRP14,41
ADGRE5,49
ARHGDIG,5
CPSF4L,7
CYP7B1,2
CNPY4,8
ZNF138,13
ATN1,110
DIDO1,14
TMEM14A,29
FBXL12,14
INPP4A,4
NYAP2,4
RPS6KB1,20
PPP2R1A,208
CYP2S1,36
BCOR,73
CIP2A,35
PITPNM2,2
PKD2,31
KLHL35,8
GALNT11,15
SPG21,154
ZMPSTE24,22
PSAT1,9
TNC,6
PIP4K2C,26
TNPO1,36
CLCN7,38
STK38,20
NCR1,6
MYCL,44
GIMAP2,5
CMAS,16
PRR23B,6
TMEM130,10
ZSCAN31,11
XAGE1B,45
PSMC6,72
FRRS1L,1
CD300LF,1
ERICH1,1
ASTN2,2
EIF2AK3,38
GRAMD2B,26
PTPA,19
MGAM,6
CNMD,6
SAMD4A,35
LHB,4
GSDMD,7
PIM1,26
VAX2,5
PSMC4,78
ZBED1,55
FBXO7,56
CCDC28B,18
FOXD3,19
ZNF773,4
FAXC,2
EMP3,50
CAMSAP2,26
LAMA4,24
NECTIN4,22
CYP27C1,2
HUWE1,83
KRTAP3-1,80
RAB29,22
RAX2,1
GRIK1,2
PAX6,116
PSTPIP2,9
PIGC,2
CCDC144A,1
PLAG1,4
CHD2,15
PPP1R1C,1
RPS6KL1,1
BRWD1,17
LIFR,12
GATA4,4
VEPH1,5
ERMN,2
COIL,93
PPCS,3
DYNLT1,42
F10,6
LRRC41,18
AP5M1,5
VWDE,7
PEX6,12
NDUFA1,7
FAM241A,20
RBM26,34
UNC45A,70
PTAFR,11
ILVBL,33
ADNP,35
MAGEA8,13
BRAP,42
MYO7B,3
PTGES,17
COPS2,53
ZNF777,18
KCTD8,3
HAPLN3,14
ACE2,2
B2M,51
NSMCE3,10
C22orf31,3
TREML1,2
EIF1AD,36
CBX4,87
CCRL2,5
SF3A3,50
BUD31,36
SLC32A1,5
SNAI2,5
CACNA1I,3
EIF3H,73
RPS26,31
ATF7IP2,1
FRY,4
SETX,46
POFUT2,4
PFKFB4,13
DDX42,20
ARL11,5
INO80,21
DPH5,1
TMEM17,402
GOLT1A,26
CES3,5
SNX9,59
CREBRF,10
LTBP2,3
PID1,12
C19orf25,35
MRE11,44
NLRP2,10
C12orf50,2
TRIM7,24
TM7SF2,4
PAGE2,2
KRTAP12-2,111
NFE2L2,14
USP43,30
KIRREL3,6
GRAMD2A,3
ABCA13,2
ANK2,36
MPHOSPH9,26
RPA1,73
STX1A,130
NPR2,2
KLHDC10,14
SGCE,5
NTF3,6
ALB,175
RAET1E,19
ZNF668,25
ICAM4,7
B3GAT1,1
HERC1,30
RHD,7
ICE1,18
EEF1B2,50
LCE3A,57
DSC3,4
HOXA5,8
CAND1,583
WWP1,33
LRRC26,1
CCDC32,5
LZTFL1,24
CXXC5,8
PAFAH1B3,39
G2E3,4
PPIP5K1,1
CSTF2,57
CPA6,11
TSHZ1,1
CCNI,7
RETSAT,18
RAB8A,77
SARM1,14
PCDHGA5,51
GDAP2,3
KIF1C,25
GMDS,11
XPO6,22
ISG15,48
POU2F2,6
ARVCF,12
ASZ1,10
DAO,4
TMEM200A,13
USP9X,45
ARHGAP18,2
RASD1,26
EPS8L1,8
LHPP,2
CHRD,43
NOD1,19
PGS1,2
UGT1A8,9
GOLGB1,34
CCDC60,7
RNF169,44
PHEX,1
APLN,1
KIAA0825,1
PRRC2A,55
RER1,17
MRPS26,40
SUMO1,136
NPVF,5
RNF151,13
FGF1,13
PBXIP1,40
TSSK2,6
RNF20,49
LRATD2,18
JUP,76
SYNE1,26
GUCY2C,2
ARSL,4
DNAJC19,19
LCE1B,66
KCNN1,1
DDX19A,18
RFC4,47
CELSR1,12
ELMO3,14
CMC2,8
TACR3,1
PSIP1,19
NCK1,206
LSM11,18
TLNRD1,5
GAK,89
VGLL3,62
ZCCHC10,61
LDB2,27
POLR1G,17
CSGALNACT1,10
ESM1,12
WDR44,14
FGFR1,47
FMNL2,7
PDCD6IP,55
WBP1,27
LAMA2,4
NR1I2,1
PENK,7
IGFL2,4
PRKAA1,77
HTT,391
PNPO,10
ARL4C,21
TNS2,141
TYROBP,10
SH3GL3,49
IGFBP6,39
NEDD4,49
ZNF354C,13
RUNDC3B,5
CRYZ,10
OR2G6,1
BUB1B,60
DPY19L4,13
TTC13,2
CHPF2,4
BST2,14
DTX2,117
TMC7,4
NUP37,12
FN3KRP,7
CCDC113,9
LONRF2,11
ADCY4,5
PANK1,1
RPS19BP1,23
ACVR2A,15
PEX2,6
PAX3,15
IDE,53
DCAF17,4
CRISPLD2,1
TMA16,33
EIF3G,44
PIP5K1B,2
TOMM40L,1
ZNF483,36
SLC39A8,27
CD5,2
DNAJC28,5
KRT39,31
RPL13A,43
CEP104,73
RPN2,71
PAWR,17
PRSS22,1
OBP2A,6
CCDC121,11
RYK,14
TTLL9,5
DNAH1,1
PLVAP,6
NDN,42
TSPY4,2
MTIF3,73
MFSD14B,70
LRP12,22
CNTN2,2
CD69,18
PPP1R14A,3
OBI1,27
GAPDH,135
ZBTB26,34
TM4SF19,39
PLEKHM1,10
MCUR1,4
PRKDC,120
RGMB,1
SNX29,4
ZNF24,80
GABPB1,24
SRSF7,47
DCTN5,19
TPCN1,10
PCDHB3,1
FER,14
KLHDC9,6
POLR2F,58
FBXO2,27
ADAMTS20,2
MARK2,70
PRLR,6
XRCC6,169
HPGDS,6
STAG2,32
LSS,18
RFESD,1
EBF2,3
MYOG,48
ZNF564,37
CKLF,3
FNDC3B,54
LYRM4,29
TAC3,7
EFHC1,68
SUSD6,11
KCNA2,3
DRC3,2
DNMT3A,17
SLC25A31,2
MEI4,36
BCAT1,23
BAZ2B,11
DEFB128,1
COA6,13
LYSMD3,2
NKD2,12
C9orf152,1
FBH1,20
PPIL3,11
OXA1L,14
TIMP1,11
SHBG,4
HSH2D,11
KIR3DL1,8
RIN1,54
UPF1,140
DGKZ,10
GALNT6,19
SH3D21,3
ZCCHC13,6
CCL16,2
TACR2,1
PHYH,10
TTLL12,22
TM6SF1,1
PBX4,60
WNK4,5
RNF208,17
SPOCK3,2
BLCAP,17
ATP8A1,2
COL5A2,1
PAIP2B,8
KPNA7,1
CHERP,62
FAM207A,17
MFSD4B,10
KSR2,129
GPR52,13
ATXN7L3B,2
TRIM14,33
CAMKK1,19
CHD5,10
ALPK3,1
CCR6,1
BBIP1,7
MT1B,5
CD82,16
COG8,16
UGGT2,8
SERINC5,1
FANCC,31
TIMM8A,23
TMEM255B,7
MAS1,67
EIF2A,22
VPS37B,31
ETFA,63
APOL3,25
TSEN15,38
FLI1,5
MYH8,9
FAM126B,5
RPS3,100
AASS,8
IDUA,2
INTS5,23
MYLIP,37
SLC52A2,6
HNRNPA1L2,18
ZNF485,2
MRPS27,75
CHAF1A,47
CDC34,15
PER3,7
RPL36,60
ARMCX3,20
CCDC90B,33
ALLC,2
SF1,158
MIIP,32
MBD3L1,58
NXPE3,11
NT5DC1,3
ZNF318,25
BACE2,14
EXOC2,22
IL13RA1,5
KCNC1,3
FECH,36
ERP29,32
SLFN12,5
DDX5,132
POLR2A,85
HPS4,3
RD3,9
RNF17,3
TRIM50,36
PLPP4,34
GP1BA,2
SEMA3F,2
TLK1,31
RALBP1,78
KLRK1,9
KLHL11,12
USP45,23
SAT1,83
PHF21A,29
LYZL1,38
GMEB2,21
UBASH3A,76
DNTTIP2,18
PEX3,5
ACAD8,13
PER2,9
RASGRF2,3
GLB1,38
PCBP3,36
RNF167,27
RUNDC3A,52
PSORS1C1,1
BHLHE41,9
SERINC2,5
UNC50,32
PSMD11,94
PDYN,4
ACBD5,21
DNPH1,6
SKP2,90
HSD17B6,10
TRIM34,6
DENND5A,5
SIN3B,31
PCDH9,6
YPEL2,2
NCBP1,94
B4GALNT1,5
MYBPH,8
IPMK,3
ZDHHC21,18
SRARP,5
PROX1,6
TMEM67,71
MGAT5,13
TRPM8,5
NDUFB9,32
CA5B,1
L1TD1,325
KLC1,61
HOXA3,4
SMO,28
SUV39H2,64
PLCZ1,6
VWA3B,2
OSBP,16
LAMP1,318
GPR3,5
SNRPA,85
PFDN6,40
SAA2,2
PPP4R1,20
ZSCAN32,32
XRN1,51
HES4,10
BIN1,69
SPP1,11
CWC22,37
EXOSC5,90
PODXL,16
ANO10,4
ANKRD12,5
NDNF,3
SH3YL1,6
BTNL3,9
RAB6B,39
TP53I11,6
DPF1,17
TGFBI,2
KLHL38,92
KLK4,3
NME8,4
REP15,4
FAM153B,7
C1orf50,15
KCTD4,7
ACSL5,18
DYNC1LI1,25
PCDHB14,14
CLN3,37
HS2ST1,17
GNAL,11
TRIM42,136
CST9L,5
ERCC5,10
ZNF587,121
MEA1,6
TRIT1,4
IMMT,122
GGT7,34
CSN2,12
THRA,20
SIN3A,54
ITGAM,38
DAAM1,30
DPM2,2
DMRT2,2
RBM11,25
FDXR,21
PTPN11,66
GJA5,27
PAPOLG,2
PTGER4,43
GABRG2,15
UNC5CL,19
MBOAT2,3
HMGXB3,8
GTPBP3,33
STMN4,27
INTS7,37
KANSL2,17
NUDT1,20
KLK15,7
TRNAU1AP,2
EGLN3,229
FMR1,275
TET1,2
MRFAP1L1,46
YARS1,24
RNF181,21
GUCA1C,2
ARHGAP22,30
ATP11A,2
SPEF2,4
TLX2,2
GPC5,1
SGK3,5
MID1,52
KCNJ18,3
PDLIM2,12
OR7C2,1
EIF4EBP2,4
DNAJC30,35
MINDY2,17
IL2RB,4
LTC4S,9
COX20,29
TXNDC15,34
PDGFA,6
SAPCD2,20
MRPL35,44
AHR,11
UBR1,62
APPL2,36
ANKRD42,4
ZSWIM9,7
SPATA46,13
GFOD1,30
TULP1,5
ANKLE2,33
GOLGA6L2,8
TMEM179B,57
ANXA11,22
THOC1,84
FZD1,5
LY9,2
COL6A3,6
MAFB,13
CD209,8
KLHL13,31
ZNRF3,8
CNTN4,4
SDAD1,25
BTD,7
PLPP1,4
COMMD2,32
KIRREL1,22
MXD3,29
METTL17,31
PCLO,2
DNAJB6,57
PRPF40A,113
RPL29,37
UBE2K,86
DCTPP1,19
ZBTB14,50
KRTAP5-7,57
H3C1,459
UBAP2,46
PGAM2,11
NAT8B,1
NEMF,16
FUT10,2
TIGD4,2
SEMG1,26
FOCAD,5
HMGN2,17
FZD7,37
PADI6,5
BLVRA,22
PRRG2,2
TRPC4,2
TRIM23,185
TWIST2,9
COX6C,34
ADGRA3,4
RHBDD2,62
GPATCH8,28
ST6GALNAC3,13
ERI3,8
PRKCSH,33
CDK1,112
ADPRS,7
DPM1,36
ZNF277,10
FGF12,16
ITPK1,5
MAP4K2,12
CDH2,9
SC5D,9
TDRD3,14
CLDN16,1
PPP2R5B,9
SYS1,16
GPR42,99
NASP,36
CDK4,93
SMAD3,145
GNAI2,54
CENPJ,127
MYO15B,12
CNTLN,5
TEX48,3
USP14,38
TRIB1,24
OR2T35,1
SIM2,24
CST2,22
ASB2,7
DSC1,15
USP42,27
SPTBN2,23
TPD52L2,19
ITGB3,22
ACTR3,53
WDR62,51
CPNE9,1
NUBPL,9
NTRK2,5
GABPB2,10
BLOC1S3,9
DNAJC8,18
GFRA1,2
LRP10,46
RCE1,3
KATNB1,35
ATAD3B,92
PDIA4,41
GINS4,25
CD59,21
MBNL3,4
TELO2,37
TMEM107,46
ZNF844,12
HHATL,19
NTHL1,9
CDAN1,6
PPP5C,63
SULF1,5
RIPK2,53
TMEM45B,38
CXCL1,7
CAB39,29
ANLN,142
DEPDC5,21
THADA,21
RAD51B,16
CYB561,58
GBP2,29
ITGB1,65
TBCA,20
PIK3CA,52
TRIM37,62
TLN2,18
AP4E1,15
WDR59,29
CHD4,65
SERPINC1,9
SP110,14
RASAL2,15
ELP4,7
ATG4A,13
ZNF18,10
NECAB2,84
IFI44,3
SLC25A20,13
USP10,35
ACOX3,9
LEPROT,14
LIX1L,2
TMEM144,7
IGSF9,5
KAT6A,16
CAPN1,34
HECTD3,35
RASGRP1,3
GP5,1
PALB2,39
DNAJC13,29
SLC9A2,1
KLHL29,8
KLHDC4,7
MAGEB3,2
LORICRIN,4
CFH,14
CEP95,28
NDFIP2,5
UBE3A,131
BSCL2,26
PTRH2,38
CLCN4,1
SPHKAP,3
PIP5K1C,5
AMMECR1,23
EPHB1,5
SLC44A5,7
ARAP1,16
NCOA4,15
CNOT10,34
MAL2,47
FCGRT,61
WRN,32
LMCD1,7
ERICH4,2
NDUFAF5,41
GMIP,1
SF3B1,90
CCDC172,25
BAZ2A,9
FPR2,75
SLC34A3,5
DSC2,13
CCZ1,9
CLK2,109
USP49,47
GLRX2,3
POLR3F,24
ST7L,19
MYH6,26
MCM10,40
KDR,41
ZNF507,14
GM2A,20
HOXD13,19
SCGB1D2,9
NAE1,8
TBC1D21,23
IFT20,64
OLFM3,10
WBP2,18
BHMT2,3
GTF3C1,49
SCNN1G,4
F8A1,3
ZNF267,4
ZNF770,9
WDR81,10
PLEKHA3,11
POTEC,9
PHF13,3
TRIM25,30
ACOX2,3
PAG1,36
ZBTB22,13
STAB2,1
MOB1B,36
SEPTIN14,14
CLIC3,31
UFL1,29
LRAT,3
DIPK1A,23
RAPGEFL1,1
ADCY6,16
ACTR3C,4
PSEN2,27
ACOXL,1
DACT2,1
CRLS1,1
TUBB,139
GRPEL2,8
CDRT15,5
MRPL15,33
WASF3,26
SELPLG,2
LAMTOR2,17
CYP20A1,3
CA2,8
MYL2,12
SEM1,70
ATF6,32
SMPD3,22
VN1R1,3
ARSJ,1
PHC3,23
SLC25A48,17
SCG2,7
CCNL1,32
PPFIA2,3
NEU3,2
IPCEF1,7
RPL21,39
E2F2,6
NRDE2,13
TFE3,43
SDSL,3
BTBD8,20
TP53I13,3
NFXL1,5
CTAGE1,1
IL10RB,3
ABHD8,3
DNAJC16,10
AP3D1,37
LST1,2
CT45A3,7
SLCO4A1,4
C9orf57,2
ALDH3B1,31
DCAF1,45
MEAF6,51
TXNDC12,21
SLC39A14,17
HIPK1,15
TXN,67
KRTAP5-6,76
BCL2L10,9
RGMA,15
CREM,24
UPK3B,1
ZBTB2,42
TMEM11,74
ERRFI1,29
HADHB,66
MMAA,2
AP2A2,44
ZFAND5,7
KIF12,2
COX7A2L,11
MFHAS1,90
ALG3,14
ANGPT2,9
ENOX2,6
FAM131B,29
GMPR,3
WRAP53,37
SMCR8,16
S100A1,13
YRDC,3
TSPAN33,31
S100A10,22
RFT1,15
UQCC2,32
CORO7,15
TLR2,27
PGAP2,32
RNF6,37
CYB561A3,21
PLOD2,14
FBLN1,55
ARID3A,25
ZGRF1,3
CCNA2,70
CTPS1,43
UROS,6
TFDP3,24
EVA1A,8
NXT1,11
TRPC7,1
ZC3H10,44
SLC7A10,1
MGST1,19
SUPT16H,81
ABCA5,1
IL22RA1,5
WNT10A,1
IGSF1,3
HNRNPCL1,37
BIRC7,38
BTNL8,37
PPT2,9
PCLAF,4
AFAP1,22
RILPL1,10
CHDH,15
KRTAP19-7,78
SELENOO,13
HRAS,72
GSR,6
SENP3,32
PPP3R2,13
TIGD3,8
COX8A,7
GFUS,4
SNRNP70,168
INSM1,3
QRICH2,10
LGALS3,109
PTPN7,14
MARCO,1
FBXO45,9
NBAS,24
SARS1,16
TAF9B,14
C14orf39,4
COX3,7
BMPR1B,4
WASHC2A,26
UQCRC2,43
AHCY,41
LCAT,1
HDAC2,158
TULP4,6
KRTAP12-4,44
SIDT1,1
NUDT18,15
PTGR2,5
DYNC1LI2,16
USE1,73
HOXB5,88
NEMP1,51
YIF1B,11
EPSTI1,18
KRT84,5
ARRDC5,1
RIPPLY3,8
TPRA1,25
CP,8
SETDB1,128
THUMPD2,3
SARAF,25
SLC19A2,28
ZNF219,45
AURKB,69
HOOK3,25
YOD1,29
BRD2,31
C12orf4,5
CROT,8
MRPS18A,25
NAALAD2,7
TPD52L3,9
LRPAP1,22
EMILIN1,59
TBC1D8,4
CALML6,1
WDTC1,26
DEFB129,1
DBI,14
ISG20,10
RNASE1,5
MSI1,8
KCNH2,8
PDE4D,15
CCNT1,34
OAZ2,6
AP4M1,25
TNFRSF11A,6
COA1,16
SMARCA4,89
C2orf74,1
GLB1L,4
TRMT2A,52
GOLGA4,30
VSIG8,39
CNKSR1,16
P3H1,31
LTBP4,23
ANAPC5,40
DYSF,46
C19orf38,1
PANX3,1
SLC6A15,39
SPDEF,15
FAM185A,2
BABAM2,31
FAM20C,13
FLYWCH1,19
ORC1,44
SEPTIN2,45
DVL1,38
EXOC6B,15
ADRA2A,7
POU5F1,9
RCC2,34
RUNX1T1,80
AGT,6
TMEM33,31
PGRMC1,59
SELENOH,5
PSMG2,30
MUC16,1
COL4A6,3
GET4,46
ZBTB20,9
DCTN4,26
CNP,24
KRIT1,7
PTGER2,3
PRKCD,40
UBAC1,69
GKN1,19
BPIFB1,11
PCDHB10,4
HACD4,1
ADAM17,21
ACSL6,3
KCTD13,24
BCO1,2
GNG13,27
ACADL,6
ARL10,24
DCUN1D3,6
ARMC6,65
TFR2,3
EBF1,6
FKBP11,4
TMF1,18
C11orf58,23
CCDC12,21
PPIL6,4
ZNF397,34
ITSN2,33
INSRR,3
OR7D2,1
SNAPIN,108
NOXRED1,1
RBM47,9
SLC8A2,3
ZBTB9,44
TEFM,10
SLC1A6,1
EIF4E,45
DPH3,6
SCRN3,5
FOXA2,11
RBMY1A1,27
C1orf159,5
TMEM63B,85
FCN3,1
GBP7,4
SMAD6,13
TENT5C,3
TMEM126B,14
FAM131C,4
ZNF597,15
SERPINB11,6
DOP1B,3
S100Z,10
USH1G,20
RAB28,7
SFXN2,8
STAC3,40
HGF,6
DUSP13,11
DZANK1,3
FABP4,13
AGMAT,3
DYNC1I2,27
INF2,30
LRRC23,2
RMDN2,19
MIP,40
MICU2,29
ERN1,20
PUS3,1
ANXA8L1,2
WDR87,1
CTNNA3,96
ECT2L,2
EEF1D,118
ALDH1A2,4
GTF2H2C,18
ZDHHC13,6
TRPC1,5
ERCC8,12
DCLK2,2
LRIG3,6
DDT,6
PDIA2,10
TASOR,20
VPS13A,18
TGFB1I1,10
TCTN1,122
TMPRSS11A,6
EFS,30
LY6E,3
CASP1,21
ITGA11,1
PUM3,89
PA2G4,70
SURF6,34
MED20,121
STK19,7
DRG1,33
BMPR2,13
PLEKHG5,15
MAP2,14
SLC39A11,24
GABRQ,1
ARL8A,11
SLC35G5,1
CTRB2,1
ATP13A1,37
PANK2,15
MYO1F,9
MED16,32
PRKAG1,53
ZKSCAN1,23
SEC23IP,28
NFATC1,58
LEUTX,44
TBC1D8B,1
METRN,4
MORC1,4
HTR3A,100
CLDN6,6
ATXN1L,27
HSP90AA1,275
H2AC13,51
OTOP3,7
VEGFA,13
SHMT1,20
RHEB,30
MRPL22,24
MCF2,3
PLEKHG4,69
HNRNPA3,62
HADH,3
FBXL7,6
TMCO4,3
SESN1,5
BRD8,31
CD79B,93
CUL4A,186
MKRN2,26
RBM4B,41
SDE2,4
CRYGB,1
ALX4,5
VTCN1,1
MAP3K8,27
TRAFD1,20
CCNF,4
PIGU,17
ARPC4,36
FAM83H,44
FLVCR1,18
MRM2,9
HSBP1L1,11
PDSS2,5
CCDC61,15
WDFY2,27
CYP2C8,10
CAMK2D,131
IL1RN,6
GPC1,19
CANT1,13
CEP57L1,80
RAB21,24
CBS,19
SHH,2
CEACAM8,4
DCAF12L2,11
PLB1,14
PCDHGA9,3
UNC45B,10
NARS2,25
LPCAT3,21
GML,24
CTNNBL1,45
AURKAIP1,269
SLC9B2,1
TM4SF5,2
PACS2,13
ABHD14A-ACY1,1
